Country,ISO3 Code,Date,Price (EUR/MWhe)
Austria,AUT,2022-03-29,254.27
Austria,AUT,2022-03-30,273.97
Austria,AUT,2022-03-31,220.97
Austria,AUT,2022-04-01,191.61
Austria,AUT,2022-04-02,201.08
Austria,AUT,2022-04-03,192.1
Austria,AUT,2022-04-04,208.33
Austria,AUT,2022-04-05,219.85
Austria,AUT,2022-04-06,163.53
Austria,AUT,2022-04-07,135.8
Austria,AUT,2022-04-08,160.19
Austria,AUT,2022-04-09,110.61
Austria,AUT,2022-04-10,102.25
Austria,AUT,2022-04-11,225.02
Austria,AUT,2022-04-12,202.37
Austria,AUT,2022-04-13,229.92
Austria,AUT,2022-04-14,226.67
Austria,AUT,2022-04-15,192.38
Austria,AUT,2022-04-16,146.72
Austria,AUT,2022-04-17,104.35
Austria,AUT,2022-04-18,129.84
Austria,AUT,2022-04-19,221.03
Austria,AUT,2022-04-20,207.07
Austria,AUT,2022-04-21,202.13
Austria,AUT,2022-04-22,198.85
Austria,AUT,2022-04-23,140.31
Austria,AUT,2022-04-24,131.74
Austria,AUT,2022-04-25,225.87
Austria,AUT,2022-04-26,240.35
Austria,AUT,2022-04-27,222.71
Austria,AUT,2022-04-28,229.86
Austria,AUT,2022-04-29,227.42
Austria,AUT,2022-04-30,202.33
Austria,AUT,2022-05-01,194.77
Austria,AUT,2022-05-02,217.4
Austria,AUT,2022-05-03,219.89
Austria,AUT,2022-05-04,233.33
Austria,AUT,2022-05-05,235.21
Austria,AUT,2022-05-06,225.68
Austria,AUT,2022-05-07,199.73
Austria,AUT,2022-05-08,173.22
Austria,AUT,2022-05-09,218.25
Austria,AUT,2022-05-10,200.24
Austria,AUT,2022-05-11,185.63
Austria,AUT,2022-05-12,181.91
Austria,AUT,2022-05-13,192.1
Austria,AUT,2022-05-14,169.55
Austria,AUT,2022-05-15,146.32
Austria,AUT,2022-05-16,216.95
Austria,AUT,2022-05-17,226.1
Austria,AUT,2022-05-18,206.89
Austria,AUT,2022-05-19,211.9
Austria,AUT,2022-05-20,203.19
Austria,AUT,2022-05-21,123.03
Austria,AUT,2022-05-22,165.0
Austria,AUT,2022-05-23,183.3
Austria,AUT,2022-05-24,179.27
Austria,AUT,2022-05-25,174.26
Austria,AUT,2022-05-26,89.18
Austria,AUT,2022-05-27,68.01
Austria,AUT,2022-05-28,81.75
Austria,AUT,2022-05-29,160.49
Austria,AUT,2022-05-30,225.38
Austria,AUT,2022-05-31,212.16
Austria,AUT,2022-06-01,215.55
Austria,AUT,2022-06-02,193.21
Austria,AUT,2022-06-03,186.35
Austria,AUT,2022-06-04,170.63
Austria,AUT,2022-06-05,138.96
Austria,AUT,2022-06-06,117.06
Austria,AUT,2022-06-07,185.96
Austria,AUT,2022-06-08,191.36
Austria,AUT,2022-06-09,189.05
Austria,AUT,2022-06-10,186.34
Austria,AUT,2022-06-11,137.51
Austria,AUT,2022-06-12,118.09
Austria,AUT,2022-06-13,175.06
Austria,AUT,2022-06-14,202.43
Austria,AUT,2022-06-15,216.93
Austria,AUT,2022-06-16,208.56
Austria,AUT,2022-06-17,254.16
Austria,AUT,2022-06-18,210.24
Austria,AUT,2022-06-19,157.53
Austria,AUT,2022-06-20,289.55
Austria,AUT,2022-06-21,317.52
Austria,AUT,2022-06-22,342.61
Austria,AUT,2022-06-23,309.66
Austria,AUT,2022-06-24,283.53
Austria,AUT,2022-06-25,251.86
Austria,AUT,2022-06-26,227.07
Austria,AUT,2022-06-27,333.97
Austria,AUT,2022-06-28,362.48
Austria,AUT,2022-06-29,334.18
Austria,AUT,2022-06-30,349.85
Austria,AUT,2022-07-01,330.41
Austria,AUT,2022-07-02,254.53
Austria,AUT,2022-07-03,228.53
Austria,AUT,2022-07-04,347.51
Austria,AUT,2022-07-05,352.97
Austria,AUT,2022-07-06,340.63
Austria,AUT,2022-07-07,309.29
Austria,AUT,2022-07-08,310.78
Austria,AUT,2022-07-09,155.34
Austria,AUT,2022-07-10,142.37
Austria,AUT,2022-07-11,383.07
Austria,AUT,2022-07-12,398.29
Austria,AUT,2022-07-13,377.84
Austria,AUT,2022-07-14,386.65
Austria,AUT,2022-07-15,386.98
Austria,AUT,2022-07-16,286.02
Austria,AUT,2022-07-17,250.07
Austria,AUT,2022-07-18,451.28
Austria,AUT,2022-07-19,437.48
Austria,AUT,2022-07-20,424.57
Austria,AUT,2022-07-21,451.22
Austria,AUT,2022-07-22,437.99
Austria,AUT,2022-07-23,365.97
Austria,AUT,2022-07-24,327.14
Austria,AUT,2022-07-25,388.72
Austria,AUT,2022-07-26,446.43
Austria,AUT,2022-07-27,468.2
Austria,AUT,2022-07-28,496.51
Austria,AUT,2022-07-29,477.77
Austria,AUT,2022-07-30,403.32
Austria,AUT,2022-07-31,317.22
Austria,AUT,2022-08-01,437.22
Austria,AUT,2022-08-02,444.64
Austria,AUT,2022-08-03,439.7
Austria,AUT,2022-08-04,437.4
Austria,AUT,2022-08-05,410.36
Austria,AUT,2022-08-06,306.75
Austria,AUT,2022-08-07,261.3
Austria,AUT,2022-08-08,367.51
Austria,AUT,2022-08-09,358.61
Austria,AUT,2022-08-10,353.39
Austria,AUT,2022-08-11,366.03
Austria,AUT,2022-08-12,429.04
Austria,AUT,2022-08-13,400.29
Austria,AUT,2022-08-14,355.31
Austria,AUT,2022-08-15,448.56
Austria,AUT,2022-08-16,496.16
Austria,AUT,2022-08-17,559.21
Austria,AUT,2022-08-18,553.5
Austria,AUT,2022-08-19,527.11
Austria,AUT,2022-08-20,472.78
Austria,AUT,2022-08-21,407.93
Austria,AUT,2022-08-22,540.06
Austria,AUT,2022-08-23,615.73
Austria,AUT,2022-08-24,633.57
Austria,AUT,2022-08-25,628.9
Austria,AUT,2022-08-26,704.46
Austria,AUT,2022-08-27,623.12
Austria,AUT,2022-08-28,490.53
Austria,AUT,2022-08-29,689.83
Austria,AUT,2022-08-30,735.25
Austria,AUT,2022-08-31,678.97
Austria,AUT,2022-09-01,631.76
Austria,AUT,2022-09-02,555.65
Austria,AUT,2022-09-03,415.02
Austria,AUT,2022-09-04,395.07
Austria,AUT,2022-09-05,487.67
Austria,AUT,2022-09-06,520.72
Austria,AUT,2022-09-07,478.61
Austria,AUT,2022-09-08,459.48
Austria,AUT,2022-09-09,385.08
Austria,AUT,2022-09-10,393.56
Austria,AUT,2022-09-11,385.98
Austria,AUT,2022-09-12,436.08
Austria,AUT,2022-09-13,419.04
Austria,AUT,2022-09-14,454.76
Austria,AUT,2022-09-15,396.38
Austria,AUT,2022-09-16,364.08
Austria,AUT,2022-09-17,289.74
Austria,AUT,2022-09-18,189.77
Austria,AUT,2022-09-19,354.56
Austria,AUT,2022-09-20,378.91
Austria,AUT,2022-09-21,381.31
Austria,AUT,2022-09-22,393.62
Austria,AUT,2022-09-23,387.41
Austria,AUT,2022-09-24,354.14
Austria,AUT,2022-09-25,322.16
Austria,AUT,2022-09-26,320.86
Austria,AUT,2022-09-27,325.44
Austria,AUT,2022-09-28,387.41
Austria,AUT,2022-09-29,427.47
Austria,AUT,2022-09-30,351.96
Austria,AUT,2022-10-01,200.27
Austria,AUT,2022-10-02,160.47
Austria,AUT,2022-10-03,241.71
Austria,AUT,2022-10-04,270.97
Austria,AUT,2022-10-05,204.22
Austria,AUT,2022-10-06,208.86
Austria,AUT,2022-10-07,193.37
Austria,AUT,2022-10-08,195.3
Austria,AUT,2022-10-09,167.81
Austria,AUT,2022-10-10,190.84
Austria,AUT,2022-10-11,260.88
Austria,AUT,2022-10-12,289.53
Austria,AUT,2022-10-13,274.05
Austria,AUT,2022-10-14,259.82
Austria,AUT,2022-10-15,177.16
Austria,AUT,2022-10-16,147.64
Austria,AUT,2022-10-17,195.4
Austria,AUT,2022-10-18,200.84
Austria,AUT,2022-10-19,178.08
Austria,AUT,2022-10-20,154.5
Austria,AUT,2022-10-21,173.55
Austria,AUT,2022-10-22,150.92
Austria,AUT,2022-10-23,133.76
Austria,AUT,2022-10-24,145.65
Austria,AUT,2022-10-25,134.83
Austria,AUT,2022-10-26,144.0
Austria,AUT,2022-10-27,129.76
Austria,AUT,2022-10-28,119.65
Austria,AUT,2022-10-29,117.76
Austria,AUT,2022-10-30,126.19
Austria,AUT,2022-10-31,153.26
Austria,AUT,2022-11-01,110.33
Austria,AUT,2022-11-02,141.7
Austria,AUT,2022-11-03,129.14
Austria,AUT,2022-11-04,192.84
Austria,AUT,2022-11-05,145.86
Austria,AUT,2022-11-06,121.25
Austria,AUT,2022-11-07,118.45
Austria,AUT,2022-11-08,157.98
Austria,AUT,2022-11-09,181.52
Austria,AUT,2022-11-10,189.48
Austria,AUT,2022-11-11,201.24
Austria,AUT,2022-11-12,182.14
Austria,AUT,2022-11-13,165.38
Austria,AUT,2022-11-14,209.19
Austria,AUT,2022-11-15,224.63
Austria,AUT,2022-11-16,252.13
Austria,AUT,2022-11-17,254.99
Austria,AUT,2022-11-18,234.53
Austria,AUT,2022-11-19,236.02
Austria,AUT,2022-11-20,216.24
Austria,AUT,2022-11-21,244.07
Austria,AUT,2022-11-22,216.7
Austria,AUT,2022-11-23,228.42
Austria,AUT,2022-11-24,267.46
Austria,AUT,2022-11-25,270.58
Austria,AUT,2022-11-26,244.93
Austria,AUT,2022-11-27,192.22
Austria,AUT,2022-11-28,278.1
Austria,AUT,2022-11-29,379.24
Austria,AUT,2022-11-30,407.22
Austria,AUT,2022-12-01,391.96
Austria,AUT,2022-12-02,383.16
Austria,AUT,2022-12-03,291.37
Austria,AUT,2022-12-04,253.48
Austria,AUT,2022-12-05,345.86
Austria,AUT,2022-12-06,394.74
Austria,AUT,2022-12-07,361.18
Austria,AUT,2022-12-08,402.31
Austria,AUT,2022-12-09,428.34
Austria,AUT,2022-12-10,358.62
Austria,AUT,2022-12-11,330.23
Austria,AUT,2022-12-12,420.3
Austria,AUT,2022-12-13,438.38
Austria,AUT,2022-12-14,424.66
Austria,AUT,2022-12-15,408.42
Austria,AUT,2022-12-16,407.5
Austria,AUT,2022-12-17,282.39
Austria,AUT,2022-12-18,213.66
Austria,AUT,2022-12-19,252.27
Austria,AUT,2022-12-20,219.28
Austria,AUT,2022-12-21,251.94
Austria,AUT,2022-12-22,209.71
Austria,AUT,2022-12-23,183.73
Austria,AUT,2022-12-24,117.73
Austria,AUT,2022-12-25,98.05
Austria,AUT,2022-12-26,64.64
Austria,AUT,2022-12-27,116.87
Austria,AUT,2022-12-28,89.04
Austria,AUT,2022-12-29,56.65
Austria,AUT,2022-12-30,35.35
Austria,AUT,2022-12-31,5.44
Austria,AUT,2023-01-01,27.78
Austria,AUT,2023-01-02,115.17
Austria,AUT,2023-01-03,138.37
Austria,AUT,2023-01-04,136.46
Austria,AUT,2023-01-05,131.75
Austria,AUT,2023-01-06,128.85
Austria,AUT,2023-01-07,133.14
Austria,AUT,2023-01-08,105.46
Austria,AUT,2023-01-09,146.71
Austria,AUT,2023-01-10,132.53
Austria,AUT,2023-01-11,147.66
Austria,AUT,2023-01-12,160.08
Austria,AUT,2023-01-13,161.37
Austria,AUT,2023-01-14,118.08
Austria,AUT,2023-01-15,95.24
Austria,AUT,2023-01-16,161.09
Austria,AUT,2023-01-17,149.62
Austria,AUT,2023-01-18,154.66
Austria,AUT,2023-01-19,151.61
Austria,AUT,2023-01-20,178.91
Austria,AUT,2023-01-21,154.49
Austria,AUT,2023-01-22,151.81
Austria,AUT,2023-01-23,199.61
Austria,AUT,2023-01-24,209.57
Austria,AUT,2023-01-25,179.98
Austria,AUT,2023-01-26,175.14
Austria,AUT,2023-01-27,173.73
Austria,AUT,2023-01-28,151.52
Austria,AUT,2023-01-29,133.86
Austria,AUT,2023-01-30,154.26
Austria,AUT,2023-01-31,141.43
Austria,AUT,2023-02-01,142.38
Austria,AUT,2023-02-02,150.28
Austria,AUT,2023-02-03,141.92
Austria,AUT,2023-02-04,147.77
Austria,AUT,2023-02-05,131.12
Austria,AUT,2023-02-06,172.46
Austria,AUT,2023-02-07,175.33
Austria,AUT,2023-02-08,160.48
Austria,AUT,2023-02-09,154.63
Austria,AUT,2023-02-10,155.56
Austria,AUT,2023-02-11,147.87
Austria,AUT,2023-02-12,140.66
Austria,AUT,2023-02-13,164.66
Austria,AUT,2023-02-14,157.63
Austria,AUT,2023-02-15,157.98
Austria,AUT,2023-02-16,152.87
Austria,AUT,2023-02-17,147.61
Austria,AUT,2023-02-18,117.66
Austria,AUT,2023-02-19,116.04
Austria,AUT,2023-02-20,117.47
Austria,AUT,2023-02-21,138.42
Austria,AUT,2023-02-22,149.43
Austria,AUT,2023-02-23,148.3
Austria,AUT,2023-02-24,133.24
Austria,AUT,2023-02-25,108.32
Austria,AUT,2023-02-26,114.8
Austria,AUT,2023-02-27,152.62
Austria,AUT,2023-02-28,152.67
Austria,AUT,2023-03-01,151.68
Austria,AUT,2023-03-02,153.2
Austria,AUT,2023-03-03,147.71
Austria,AUT,2023-03-04,122.98
Austria,AUT,2023-03-05,127.02
Austria,AUT,2023-03-06,152.14
Austria,AUT,2023-03-07,137.07
Austria,AUT,2023-03-08,139.2
Austria,AUT,2023-03-09,128.04
Austria,AUT,2023-03-10,117.03
Austria,AUT,2023-03-11,106.23
Austria,AUT,2023-03-12,96.65
Austria,AUT,2023-03-13,97.61
Austria,AUT,2023-03-14,96.69
Austria,AUT,2023-03-15,130.2
Austria,AUT,2023-03-16,107.5
Austria,AUT,2023-03-17,96.71
Austria,AUT,2023-03-18,109.49
Austria,AUT,2023-03-19,112.44
Austria,AUT,2023-03-20,125.52
Austria,AUT,2023-03-21,119.27
Austria,AUT,2023-03-22,106.79
Austria,AUT,2023-03-23,103.55
Austria,AUT,2023-03-24,86.55
Austria,AUT,2023-03-25,29.93
Austria,AUT,2023-03-26,77.11
Austria,AUT,2023-03-27,98.86
Austria,AUT,2023-03-28,113.39
Austria,AUT,2023-03-29,116.17
Austria,AUT,2023-03-30,102.37
Austria,AUT,2023-03-31,101.16
Austria,AUT,2023-04-01,56.23
Austria,AUT,2023-04-02,70.55
Austria,AUT,2023-04-03,111.61
Austria,AUT,2023-04-04,129.72
Austria,AUT,2023-04-05,140.59
Austria,AUT,2023-04-06,123.34
Austria,AUT,2023-04-07,119.14
Austria,AUT,2023-04-08,117.33
Austria,AUT,2023-04-09,102.31
Austria,AUT,2023-04-10,59.97
Austria,AUT,2023-04-11,112.57
Austria,AUT,2023-04-12,110.89
Austria,AUT,2023-04-13,122.25
Austria,AUT,2023-04-14,127.77
Austria,AUT,2023-04-15,106.7
Austria,AUT,2023-04-16,110.57
Austria,AUT,2023-04-17,121.37
Austria,AUT,2023-04-18,111.49
Austria,AUT,2023-04-19,102.58
Austria,AUT,2023-04-20,111.0
Austria,AUT,2023-04-21,100.36
Austria,AUT,2023-04-22,86.43
Austria,AUT,2023-04-23,84.16
Austria,AUT,2023-04-24,106.68
Austria,AUT,2023-04-25,103.83
Austria,AUT,2023-04-26,111.31
Austria,AUT,2023-04-27,109.85
Austria,AUT,2023-04-28,107.21
Austria,AUT,2023-04-29,99.19
Austria,AUT,2023-04-30,69.73
Austria,AUT,2023-05-01,81.97
Austria,AUT,2023-05-02,107.36
Austria,AUT,2023-05-03,103.96
Austria,AUT,2023-05-04,96.06
Austria,AUT,2023-05-05,97.63
Austria,AUT,2023-05-06,88.49
Austria,AUT,2023-05-07,69.55
Austria,AUT,2023-05-08,96.02
Austria,AUT,2023-05-09,96.23
Austria,AUT,2023-05-10,105.5
Austria,AUT,2023-05-11,112.3
Austria,AUT,2023-05-12,103.57
Austria,AUT,2023-05-13,78.65
Austria,AUT,2023-05-14,70.75
Austria,AUT,2023-05-15,110.53
Austria,AUT,2023-05-16,87.81
Austria,AUT,2023-05-17,81.81
Austria,AUT,2023-05-18,82.83
Austria,AUT,2023-05-19,85.34
Austria,AUT,2023-05-20,44.44
Austria,AUT,2023-05-21,32.87
Austria,AUT,2023-05-22,95.64
Austria,AUT,2023-05-23,80.76
Austria,AUT,2023-05-24,99.53
Austria,AUT,2023-05-25,82.78
Austria,AUT,2023-05-26,70.56
Austria,AUT,2023-05-27,60.22
Austria,AUT,2023-05-28,31.83
Austria,AUT,2023-05-29,29.25
Austria,AUT,2023-05-30,86.27
Austria,AUT,2023-05-31,79.13
Austria,AUT,2023-06-01,73.65
Austria,AUT,2023-06-02,79.39
Austria,AUT,2023-06-03,55.51
Austria,AUT,2023-06-04,50.59
Austria,AUT,2023-06-05,88.82
Austria,AUT,2023-06-06,93.49
Austria,AUT,2023-06-07,98.2
Austria,AUT,2023-06-08,84.0
Austria,AUT,2023-06-09,85.99
Austria,AUT,2023-06-10,57.61
Austria,AUT,2023-06-11,45.44
Austria,AUT,2023-06-12,97.17
Austria,AUT,2023-06-13,95.06
Austria,AUT,2023-06-14,105.19
Austria,AUT,2023-06-15,119.16
Austria,AUT,2023-06-16,127.04
Austria,AUT,2023-06-17,104.07
Austria,AUT,2023-06-18,90.28
Austria,AUT,2023-06-19,117.61
Austria,AUT,2023-06-20,120.79
Austria,AUT,2023-06-21,124.67
Austria,AUT,2023-06-22,122.9
Austria,AUT,2023-06-23,111.11
Austria,AUT,2023-06-24,80.82
Austria,AUT,2023-06-25,73.25
Austria,AUT,2023-06-26,100.58
Austria,AUT,2023-06-27,103.0
Austria,AUT,2023-06-28,113.31
Austria,AUT,2023-06-29,117.16
Austria,AUT,2023-06-30,111.21
Austria,AUT,2023-07-01,62.24
Austria,AUT,2023-07-02,-13.58
Austria,AUT,2023-07-03,84.47
Austria,AUT,2023-07-04,108.65
Austria,AUT,2023-07-05,96.14
Austria,AUT,2023-07-06,108.54
Austria,AUT,2023-07-07,100.0
Austria,AUT,2023-07-08,83.02
Austria,AUT,2023-07-09,89.49
Austria,AUT,2023-07-10,119.35
Austria,AUT,2023-07-11,112.14
Austria,AUT,2023-07-12,110.04
Austria,AUT,2023-07-13,105.89
Austria,AUT,2023-07-14,92.89
Austria,AUT,2023-07-15,31.31
Austria,AUT,2023-07-16,45.77
Austria,AUT,2023-07-17,101.19
Austria,AUT,2023-07-18,109.26
Austria,AUT,2023-07-19,98.53
Austria,AUT,2023-07-20,99.65
Austria,AUT,2023-07-21,106.39
Austria,AUT,2023-07-22,75.71
Austria,AUT,2023-07-23,32.28
Austria,AUT,2023-07-24,93.08
Austria,AUT,2023-07-25,102.91
Austria,AUT,2023-07-26,95.57
Austria,AUT,2023-07-27,93.49
Austria,AUT,2023-07-28,94.95
Austria,AUT,2023-07-29,76.57
Austria,AUT,2023-07-30,37.31
Austria,AUT,2023-07-31,73.04
Austria,AUT,2023-08-01,82.74
Austria,AUT,2023-08-02,61.69
Austria,AUT,2023-08-03,57.04
Austria,AUT,2023-08-04,94.2
Austria,AUT,2023-08-05,85.78
Austria,AUT,2023-08-06,40.97
Austria,AUT,2023-08-07,17.02
Austria,AUT,2023-08-08,24.78
Austria,AUT,2023-08-09,90.63
Austria,AUT,2023-08-10,89.97
Austria,AUT,2023-08-11,88.31
Austria,AUT,2023-08-12,72.79
Austria,AUT,2023-08-13,61.33
Austria,AUT,2023-08-14,96.44
Austria,AUT,2023-08-15,86.77
Austria,AUT,2023-08-16,109.65
Austria,AUT,2023-08-17,109.27
Austria,AUT,2023-08-18,107.68
Austria,AUT,2023-08-19,84.49
Austria,AUT,2023-08-20,89.69
Austria,AUT,2023-08-21,121.1
Austria,AUT,2023-08-22,124.31
Austria,AUT,2023-08-23,151.26
Austria,AUT,2023-08-24,143.01
Austria,AUT,2023-08-25,123.79
Austria,AUT,2023-08-26,102.94
Austria,AUT,2023-08-27,99.35
Austria,AUT,2023-08-28,118.17
Austria,AUT,2023-08-29,119.59
Austria,AUT,2023-08-30,115.02
Austria,AUT,2023-08-31,106.54
Austria,AUT,2023-09-01,105.95
Austria,AUT,2023-09-02,94.69
Austria,AUT,2023-09-03,80.45
Austria,AUT,2023-09-04,104.57
Austria,AUT,2023-09-05,102.58
Austria,AUT,2023-09-06,105.72
Austria,AUT,2023-09-07,100.23
Austria,AUT,2023-09-08,108.32
Austria,AUT,2023-09-09,92.81
Austria,AUT,2023-09-10,83.81
Austria,AUT,2023-09-11,145.77
Austria,AUT,2023-09-12,129.08
Austria,AUT,2023-09-13,110.96
Austria,AUT,2023-09-14,118.74
Austria,AUT,2023-09-15,107.58
Austria,AUT,2023-09-16,94.08
Austria,AUT,2023-09-17,83.73
Austria,AUT,2023-09-18,87.91
Austria,AUT,2023-09-19,68.69
Austria,AUT,2023-09-20,80.69
Austria,AUT,2023-09-21,104.84
Austria,AUT,2023-09-22,104.83
Austria,AUT,2023-09-23,99.55
Austria,AUT,2023-09-24,62.34
Austria,AUT,2023-09-25,110.86
Austria,AUT,2023-09-26,123.54
Austria,AUT,2023-09-27,120.23
Austria,AUT,2023-09-28,112.81
Austria,AUT,2023-09-29,103.93
Austria,AUT,2023-09-30,92.05
Austria,AUT,2023-10-01,73.22
Austria,AUT,2023-10-02,117.88
Austria,AUT,2023-10-03,77.38
Austria,AUT,2023-10-04,82.75
Austria,AUT,2023-10-05,106.05
Austria,AUT,2023-10-06,93.51
Austria,AUT,2023-10-07,60.97
Austria,AUT,2023-10-08,90.06
Austria,AUT,2023-10-09,119.22
Austria,AUT,2023-10-10,123.36
Austria,AUT,2023-10-11,101.2
Austria,AUT,2023-10-12,125.88
Austria,AUT,2023-10-13,109.74
Austria,AUT,2023-10-14,83.74
Austria,AUT,2023-10-15,68.86
Austria,AUT,2023-10-16,135.37
Austria,AUT,2023-10-17,135.12
Austria,AUT,2023-10-18,107.8
Austria,AUT,2023-10-19,111.29
Austria,AUT,2023-10-20,97.3
Austria,AUT,2023-10-21,59.24
Austria,AUT,2023-10-22,71.16
Austria,AUT,2023-10-23,126.14
Austria,AUT,2023-10-24,121.63
Austria,AUT,2023-10-25,122.66
Austria,AUT,2023-10-26,122.37
Austria,AUT,2023-10-27,115.93
Austria,AUT,2023-10-28,77.23
Austria,AUT,2023-10-29,32.42
Austria,AUT,2023-10-30,99.85
Austria,AUT,2023-10-31,105.91
Austria,AUT,2023-11-01,59.83
Austria,AUT,2023-11-02,67.33
Austria,AUT,2023-11-03,60.1
Austria,AUT,2023-11-04,24.04
Austria,AUT,2023-11-05,30.48
Austria,AUT,2023-11-06,79.29
Austria,AUT,2023-11-07,103.67
Austria,AUT,2023-11-08,92.06
Austria,AUT,2023-11-09,97.51
Austria,AUT,2023-11-10,99.89
Austria,AUT,2023-11-11,96.87
Austria,AUT,2023-11-12,96.09
Austria,AUT,2023-11-13,103.28
Austria,AUT,2023-11-14,75.73
Austria,AUT,2023-11-15,102.01
Austria,AUT,2023-11-16,116.81
Austria,AUT,2023-11-17,121.39
Austria,AUT,2023-11-18,89.61
Austria,AUT,2023-11-19,42.91
Austria,AUT,2023-11-20,107.47
Austria,AUT,2023-11-21,122.63
Austria,AUT,2023-11-22,107.42
Austria,AUT,2023-11-23,83.32
Austria,AUT,2023-11-24,80.84
Austria,AUT,2023-11-25,94.75
Austria,AUT,2023-11-26,106.13
Austria,AUT,2023-11-27,116.89
Austria,AUT,2023-11-28,122.88
Austria,AUT,2023-11-29,140.75
Austria,AUT,2023-11-30,167.34
Austria,AUT,2023-12-01,155.0
Austria,AUT,2023-12-02,113.73
Austria,AUT,2023-12-03,103.66
Austria,AUT,2023-12-04,117.35
Austria,AUT,2023-12-05,122.92
Austria,AUT,2023-12-06,129.58
Austria,AUT,2023-12-07,116.46
Austria,AUT,2023-12-08,106.16
Austria,AUT,2023-12-09,86.72
Austria,AUT,2023-12-10,62.81
Austria,AUT,2023-12-11,93.75
Austria,AUT,2023-12-12,108.83
Austria,AUT,2023-12-13,98.88
Austria,AUT,2023-12-14,106.26
Austria,AUT,2023-12-15,93.91
Austria,AUT,2023-12-16,71.42
Austria,AUT,2023-12-17,57.48
Austria,AUT,2023-12-18,82.51
Austria,AUT,2023-12-19,81.16
Austria,AUT,2023-12-20,68.9
Austria,AUT,2023-12-21,52.6
Austria,AUT,2023-12-22,29.72
Austria,AUT,2023-12-23,29.56
Austria,AUT,2023-12-24,3.74
Austria,AUT,2023-12-25,1.61
Austria,AUT,2023-12-26,21.53
Austria,AUT,2023-12-27,58.06
Austria,AUT,2023-12-28,26.88
Austria,AUT,2023-12-29,12.71
Austria,AUT,2023-12-30,36.12
Austria,AUT,2023-12-31,13.83
Austria,AUT,2024-01-01,18.83
Austria,AUT,2024-01-02,54.45
Austria,AUT,2024-01-03,52.18
Austria,AUT,2024-01-04,82.18
Austria,AUT,2024-01-05,93.99
Austria,AUT,2024-01-06,88.67
Austria,AUT,2024-01-07,86.24
Austria,AUT,2024-01-08,101.47
Austria,AUT,2024-01-09,108.79
Austria,AUT,2024-01-10,111.84
Austria,AUT,2024-01-11,109.17
Austria,AUT,2024-01-12,106.87
Austria,AUT,2024-01-13,80.86
Austria,AUT,2024-01-14,77.77
Austria,AUT,2024-01-15,89.18
Austria,AUT,2024-01-16,105.99
Austria,AUT,2024-01-17,99.88
Austria,AUT,2024-01-18,94.98
Austria,AUT,2024-01-19,80.96
Austria,AUT,2024-01-20,75.13
Austria,AUT,2024-01-21,61.34
Austria,AUT,2024-01-22,74.89
Austria,AUT,2024-01-23,72.88
Austria,AUT,2024-01-24,66.65
Austria,AUT,2024-01-25,79.11
Austria,AUT,2024-01-26,73.44
Austria,AUT,2024-01-27,68.99
Austria,AUT,2024-01-28,63.21
Austria,AUT,2024-01-29,81.96
Austria,AUT,2024-01-30,79.59
Austria,AUT,2024-01-31,82.84
Austria,AUT,2024-02-01,83.75
Austria,AUT,2024-02-02,74.42
Austria,AUT,2024-02-03,55.96
Austria,AUT,2024-02-04,38.31
Austria,AUT,2024-02-05,54.01
Austria,AUT,2024-02-06,59.28
Austria,AUT,2024-02-07,78.62
Austria,AUT,2024-02-08,86.8
Austria,AUT,2024-02-09,72.88
Austria,AUT,2024-02-10,71.74
Austria,AUT,2024-02-11,61.81
Austria,AUT,2024-02-12,75.62
Austria,AUT,2024-02-13,73.88
Austria,AUT,2024-02-14,70.1
Austria,AUT,2024-02-15,71.05
Austria,AUT,2024-02-16,62.28
Austria,AUT,2024-02-17,66.52
Austria,AUT,2024-02-18,51.85
Austria,AUT,2024-02-19,67.33
Austria,AUT,2024-02-20,65.25
Austria,AUT,2024-02-21,60.42
Austria,AUT,2024-02-22,52.54
Austria,AUT,2024-02-23,55.52
Austria,AUT,2024-02-24,56.7
Austria,AUT,2024-02-25,60.68
Austria,AUT,2024-02-26,66.58
Austria,AUT,2024-02-27,73.49
Austria,AUT,2024-02-28,73.38
Austria,AUT,2024-02-29,66.42
Austria,AUT,2024-03-01,71.07
Austria,AUT,2024-03-02,64.56
Austria,AUT,2024-03-03,61.98
Austria,AUT,2024-03-04,75.97
Austria,AUT,2024-03-05,76.0
Austria,AUT,2024-03-06,83.02
Austria,AUT,2024-03-07,77.16
Austria,AUT,2024-03-08,71.29
Austria,AUT,2024-03-09,48.71
Austria,AUT,2024-03-10,39.02
Austria,AUT,2024-03-11,72.5
Austria,AUT,2024-03-12,83.45
Austria,AUT,2024-03-13,73.4
Austria,AUT,2024-03-14,69.6
Austria,AUT,2024-03-15,60.02
Austria,AUT,2024-03-16,54.88
Austria,AUT,2024-03-17,59.0
Austria,AUT,2024-03-18,81.87
Austria,AUT,2024-03-19,81.76
Austria,AUT,2024-03-20,85.45
Austria,AUT,2024-03-21,78.75
Austria,AUT,2024-03-22,66.74
Austria,AUT,2024-03-23,37.23
Austria,AUT,2024-03-24,28.78
Austria,AUT,2024-03-25,83.88
Austria,AUT,2024-03-26,64.1
Austria,AUT,2024-03-27,65.16
Austria,AUT,2024-03-28,46.34
Austria,AUT,2024-03-29,38.89
Austria,AUT,2024-03-30,47.44
Austria,AUT,2024-03-31,22.61
Austria,AUT,2024-04-01,23.43
